"date","month","week","word","target","n","type","bing_lexicon","afinn_lexicon"
2014-10-09,2014-10-01,2014-10-05,"dope","thomas frieden",1,"unigram","negative",NA
2014-10-09,2014-10-01,2014-10-05,"fool","thomas frieden",1,"unigram","negative",-2
2015-06-16,2015-06-01,2015-06-14,"action","politicians",1,"unigram",NA,NA
2015-06-16,2015-06-01,2015-06-14,"talk","politicians",1,"unigram",NA,NA
2015-06-24,2015-06-01,2015-06-21,"baltimore","ben cardin",1,"unigram",NA,NA
2015-06-24,2015-06-01,2015-06-21,"cardin","ben cardin",1,"unigram",NA,NA
2015-06-24,2015-06-01,2015-06-21,"destroyed","ben cardin",1,"unigram",NA,-3
2015-06-24,2015-06-01,2015-06-21,"hypocrite","neil young",1,"unigram","negative",NA
2015-06-24,2015-06-01,2015-06-21,"love","rockin in the free world",1,"unigram","positive",3
2015-06-24,2015-06-01,2015-06-21,"politicians","ben cardin",1,"unigram",NA,NA
2015-06-24,2015-06-01,2015-06-21,"total","neil young",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"america","jeb bush",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"close","the view",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"clue","nicole wallace",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"dead","the view",1,"unigram","negative",-3
2015-06-25,2015-06-01,2015-06-21,"death","the view",1,"unigram","negative",-2
2015-06-25,2015-06-01,2015-06-21,"disaster","molly sims",1,"unigram","negative",-2
2015-06-25,2015-06-01,2015-06-21,"disaster","nicole wallace",1,"unigram","negative",-2
2015-06-25,2015-06-01,2015-06-21,"dopey","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"dumber","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"people","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"political","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"poorly","rick scott",1,"unigram","negative",NA
2015-06-25,2015-06-01,2015-06-21,"pundit","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"sleep","the view",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"t.v","the view",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"television","lawrence o donnell",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"television","rick scott",1,"unigram",NA,NA
2015-06-25,2015-06-01,2015-06-21,"uncomfortable","willie geist",1,"unigram","negative",-2
2015-06-26,2015-06-01,2015-06-21,"appointments","john roberts",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"controlled","univision",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"government","univision",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"judicial","john roberts",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"mexican","univision",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"roberts","john roberts",1,"unigram",NA,NA
2015-06-26,2015-06-01,2015-06-21,"unlike","john roberts",1,"unigram",NA,NA
2015-06-28,2015-06-01,2015-06-28,"clown","mort zuckerman",1,"unigram",NA,NA
2015-06-28,2015-06-01,2015-06-28,"dead","new york daily news",1,"unigram","negative",-3
2015-06-28,2015-06-01,2015-06-28,"dopey","mort zuckerman",1,"unigram",NA,NA
2015-06-28,2015-06-01,2015-06-28,"dying","new york daily news",1,"unigram","negative",NA
2015-06-28,2015-06-01,2015-06-28,"tabloid","new york daily news",1,"unigram",NA,NA
2015-06-30,2015-06-01,2015-06-28,"friend","mexico",1,"unigram",NA,NA
2015-06-30,2015-06-01,2015-06-28,"killing","mexico",1,"unigram","negative",-3
2015-07-01,2015-07-01,2015-06-28,"border","macys",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"catcher","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"dog","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"elected","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"governor","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"ny","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"profile","macys",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"racial","macys",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"racists","macys",1,"unigram","negative",-3
2015-07-01,2015-07-01,2015-06-28,"ran","george pataki",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"security","macys",1,"unigram",NA,NA
2015-07-01,2015-07-01,2015-06-28,"terrible","george pataki",1,"unigram","negative",-3
2015-07-01,2015-07-01,2015-06-28,"weak","macys",1,"unigram","negative",-2
2015-07-01,2015-07-01,2015-06-28,"worst","george pataki",1,"unigram","negative",-3
2015-07-02,2015-07-01,2015-06-28,"calling","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"card","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"credit","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"cutting","macys",1,"unigram",NA,-1
2015-07-02,2015-07-01,2015-06-28,"dropped","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"hypocrites","macys",1,"unigram","negative",NA
2015-07-02,2015-07-01,2015-06-28,"ineffective","barack obama",1,"unigram","negative",-2
2015-07-02,2015-07-01,2015-06-28,"macy's","macys",2,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"people","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"stock","macys",1,"unigram",NA,NA
2015-07-02,2015-07-01,2015-06-28,"terrible","macys",1,"unigram","negative",-3
2015-07-02,2015-07-01,2015-06-28,"weak","barack obama",1,"unigram","negative",-2
2015-07-03,2015-07-01,2015-06-28,"absolutely","southern border",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"child","juan williams",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"control","southern border",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"disgraceful","southern border",1,"unigram","negative",NA
2015-07-03,2015-07-01,2015-06-28,"fox","juan williams",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"picture","juan williams",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"ran","juan williams",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"speak","juan williams",1,"unigram",NA,NA
2015-07-03,2015-07-01,2015-06-28,"totally","southern border",1,"unigram",NA,NA
2015-07-05,2015-07-01,2015-07-05,"border","jeb bush",1,"unigram",NA,NA
2015-07-05,2015-07-01,2015-07-05,"border","rick perry",1,"unigram",NA,NA
2015-07-05,2015-07-01,2015-07-05,"failed","rick perry",1,"unigram","negative",-2
2015-07-05,2015-07-01,2015-07-05,"glasses","rick perry",1,"unigram",NA,NA
2015-07-05,2015-07-01,2015-07-05,"hypocrite","paulina vega",1,"unigram","negative",NA
2015-07-05,2015-07-01,2015-07-05,"pair","rick perry",1,"unigram",NA,NA
2015-07-05,2015-07-01,2015-07-05,"secure","jeb bush",1,"unigram","positive",2
2015-07-07,2015-07-01,2015-07-05,"card","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"credit","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"cutting","macys",1,"unigram",NA,-1
2015-07-07,2015-07-01,2015-07-05,"dumping","united states",1,"unigram","negative",NA
2015-07-07,2015-07-01,2015-07-05,"ground","united states",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"hear","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"macy's","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"people","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"thousands","macys",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"world","united states",1,"unigram",NA,NA
2015-07-07,2015-07-01,2015-07-05,"wow","macys",1,"unigram","positive",4
2015-07-09,2015-07-01,2015-07-05,"120,000","george w bush",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"boring","george w bush",1,"unigram","negative",-3
2015-07-09,2015-07-01,2015-07-05,"circulation","forbes",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"dope","charles krauthammer",1,"unigram","negative",NA
2015-07-09,2015-07-01,2015-07-05,"dummy","clare o connor",3,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"failed","forbes",1,"unigram","negative",-2
2015-07-09,2015-07-01,2015-07-05,"failing","forbes",2,"unigram","negative",-2
2015-07-09,2015-07-01,2015-07-05,"highly","charles krauthammer",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"hollowing","barack obama",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"hollowing","republicans",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"magazine","forbes",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"military","barack obama",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"military","republicans",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"nice","george w bush",1,"unigram","positive",3
2015-07-09,2015-07-01,2015-07-05,"overrated","charles krauthammer",1,"unigram","negative",NA
2015-07-09,2015-07-01,2015-07-05,"speech","george w bush",1,"unigram",NA,NA
2015-07-09,2015-07-01,2015-07-05,"writer","clare o connor",1,"unigram",NA,NA
2015-07-10,2015-07-01,2015-07-05,"america","jeb bush supporters",1,"unigram",NA,NA
2015-07-10,2015-07-01,2015-07-05,"bad","iran",1,"unigram","negative",-3
2015-07-10,2015-07-01,2015-07-05,"contributed","jeb bush supporters",1,"unigram",NA,NA
2015-07-10,2015-07-01,2015-07-05,"detriment","jeb bush supporters",1,"unigram","negative",NA
2015-07-10,2015-07-01,2015-07-05,"people","jeb bush supporters",1,"unigram",NA,NA
2015-07-11,2015-07-01,2015-07-05,"badly","univision",1,"unigram","negative",-3
2015-07-11,2015-07-01,2015-07-05,"debt","univision",1,"unigram","negative",-2
2015-07-11,2015-07-01,2015-07-05,"fast","univision",1,"unigram","positive",NA
2015-07-11,2015-07-01,2015-07-05,"glory","macys",1,"unigram","positive",2
2015-07-11,2015-07-01,2015-07-05,"guts","macys",1,"unigram",NA,NA
2015-07-11,2015-07-01,2015-07-05,"money","univision",1,"unigram",NA,NA
2015-07-11,2015-07-01,2015-07-05,"viewers","univision",1,"unigram",NA,NA
2015-07-12,2015-07-01,2015-07-12,"corruption","mexico",1,"unigram","negative",NA
2015-07-12,2015-07-01,2015-07-12,"fail","chuck todd",1,"unigram","negative",-2
2015-07-12,2015-07-01,2015-07-12,"killing","chuck todd",1,"unigram","negative",-3
2015-07-12,2015-07-01,2015-07-12,"love","chuck todd",1,"unigram","positive",3
2015-07-12,2015-07-01,2015-07-12,"meet","chuck todd",1,"unigram",NA,NA
2015-07-12,2015-07-01,2015-07-12,"pathetic","chuck todd",1,"unigram","negative",-2
2015-07-12,2015-07-01,2015-07-12,"press","chuck todd",1,"unigram",NA,NA
2015-07-12,2015-07-01,2015-07-12,"unbelievable","mexico",1,"unigram","negative",-1
2015-07-12,2015-07-01,2015-07-12,"watching","chuck todd",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"corrupt","mexico",2,"unigram","negative",NA
2015-07-13,2015-07-01,2015-07-12,"crime","mexico",1,"unigram","negative",-3
2015-07-13,2015-07-01,2015-07-12,"dog","chuck todd",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"drugs","mexico",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"eyes","chuck todd",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"fired","chuck todd",1,"unigram",NA,-2
2015-07-13,2015-07-01,2015-07-12,"gov't","mexico",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"killers","mexico",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"money","mexico",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"ratings","meet the press",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"sleepy","chuck todd",1,"unigram",NA,NA
2015-07-13,2015-07-01,2015-07-12,"starved","meet the press",1,"unigram",NA,-2
2015-07-13,2015-07-01,2015-07-12,"totally","mexico",2,"unigram",NA,NA
2015-07-14,2015-07-01,2015-07-12,"reads","new york daily news",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"bush","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"called","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"clown","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"credibility","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"plant","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"races","karl rove",1,"unigram",NA,NA
2015-07-15,2015-07-01,2015-07-12,"wrong","karl rove",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"12","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"400","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"atheist","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"bad","macys",1,"unigram","negative",-3
2015-07-16,2015-07-01,2015-07-12,"begging","penn jillette",1,"unigram","negative",NA
2015-07-16,2015-07-01,2015-07-12,"border","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"boring","penn jillette",1,"unigram","negative",-3
2015-07-16,2015-07-01,2015-07-12,"chance","penn jillette",1,"unigram",NA,2
2015-07-16,2015-07-01,2015-07-12,"class","john mccain",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"clown","karl rove",2,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"cred","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"credibility","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"defeated","john mccain",1,"unigram","positive",-2
2015-07-16,2015-07-01,2015-07-12,"demagoguery","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"direct","iran deal",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"dopey","lawrence o donnell",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"dummy","john mccain",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"failed","rick perry",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"fool","karl rove",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"fool","lawrence o donnell",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"forced","rick perry",1,"unigram",NA,-1
2015-07-16,2015-07-01,2015-07-12,"forgiveness","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"garbage","penn jillette",1,"unigram","negative",NA
2015-07-16,2015-07-01,2015-07-12,"goofball","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"graduated","john mccain",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"guy","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"hokey","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"iq","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"irrelevant","karl rove",1,"unigram","negative",NA
2015-07-16,2015-07-01,2015-07-12,"las","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"letter","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"loser","karl rove",1,"unigram","negative",-3
2015-07-16,2015-07-01,2015-07-12,"macy's","macys",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"means","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"million","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"national","iran deal",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"negotiated","united states",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"nervously","karl rove",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"poses","iran deal",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"primaries","john mccain",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"race","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"security","iran deal",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"shakes","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"stores","macys",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"suck","macys",1,"unigram","negative",-3
2015-07-16,2015-07-01,2015-07-12,"sweats","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"test","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"threat","iran deal",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"total","karl rove",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"u.s.a","macys",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"understand","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"unwatchable","the last word with lawrence o donnell",1,"unigram","negative",NA
2015-07-16,2015-07-01,2015-07-12,"vegas","penn jillette",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"wasted","karl rove",1,"unigram","negative",-2
2015-07-16,2015-07-01,2015-07-12,"win","karl rove",1,"unigram","positive",4
2015-07-16,2015-07-01,2015-07-12,"word","rick perry",1,"unigram",NA,NA
2015-07-16,2015-07-01,2015-07-12,"worst","penn jillette",1,"unigram","negative",-3
2015-07-16,2015-07-01,2015-07-12,"wrote","penn jillette",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"accurately","cnn",1,"unigram","positive",NA
2015-07-18,2015-07-01,2015-07-12,"bad","huffington post",1,"unigram","negative",-3
2015-07-18,2015-07-01,2015-07-12,"care","john mccain",1,"unigram",NA,2
2015-07-18,2015-07-01,2015-07-12,"clown","arianna huffington",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"cover","cnn",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"dumb","cnn",1,"unigram","negative",-3
2015-07-18,2015-07-01,2015-07-12,"easily","mitt romney",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"election","mitt romney",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"failed","john mccain",1,"unigram","negative",-2
2015-07-18,2015-07-01,2015-07-12,"fan","john mccain",1,"unigram",NA,3
2015-07-18,2015-07-01,2015-07-12,"incapable","john mccain",1,"unigram","negative",-2
2015-07-18,2015-07-01,2015-07-12,"job","john mccain",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"liberal","arianna huffington",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"listen","mitt romney",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"losing","huffington post",2,"unigram","negative",-3
2015-07-18,2015-07-01,2015-07-12,"lost","mitt romney",1,"unigram","negative",-3
2015-07-18,2015-07-01,2015-07-12,"lousy","john mccain",1,"unigram","negative",NA
2015-07-18,2015-07-01,2015-07-12,"miserably","john mccain",1,"unigram","negative",NA
2015-07-18,2015-07-01,2015-07-12,"mittromney","mitt romney",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"money","huffington post",2,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"plain","cnn",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"ratings","cnn",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"starved","cnn",1,"unigram",NA,-2
2015-07-18,2015-07-01,2015-07-12,"stories","huffington post",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"taking","john mccain",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"talk","john mccain",3,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"television","john mccain",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"vets","john mccain",1,"unigram",NA,NA
2015-07-18,2015-07-01,2015-07-12,"won","mitt romney",1,"unigram","positive",3
2015-07-18,2015-07-01,2015-07-12,"write","huffington post",1,"unigram",NA,NA
2015-07-20,2015-07-01,2015-07-19,"dwindling","wall street journal",1,"unigram","negative",NA
2015-07-20,2015-07-01,2015-07-19,"incompetent","politicians",1,"unigram","negative",-2
2015-07-20,2015-07-01,2015-07-19,"tabloid","wall street journal",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"absolutely","rick perry",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"ashamed","rick perry",1,"unigram","negative",-2
2015-07-21,2015-07-01,2015-07-19,"border","rick perry",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"eyes","chuck todd",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"failing","des moines register",1,"unigram","negative",-2
2015-07-21,2015-07-01,2015-07-19,"horrible","rick perry",1,"unigram","negative",-3
2015-07-21,2015-07-01,2015-07-19,"iowa","des moines register",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"job","rick perry",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"liberal","des moines register",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"power","des moines register",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"securing","rick perry",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"sleepy","chuck todd",1,"unigram",NA,NA
2015-07-21,2015-07-01,2015-07-19,"ultra","des moines register",1,"unigram",NA,NA
2015-07-22,2015-07-01,2015-07-19,"failing","???",1,"unigram","negative",-2
2015-07-23,2015-07-01,2015-07-19,"absolutely","anderson cooper",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"anti","anderson cooper",1,"unigram",NA,-1
2015-07-23,2015-07-01,2015-07-19,"clue","tim o brien",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"dopey","tim o brien",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"dumb","tim o brien",1,"unigram","negative",-3
2015-07-23,2015-07-01,2015-07-19,"failing","weekly standard",1,"unigram","negative",-2
2015-07-23,2015-07-01,2015-07-19,"glory","macys",1,"unigram","positive",2
2015-07-23,2015-07-01,2015-07-19,"guts","macys",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"guy","tim o brien",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"head","tim o brien",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"heads","anderson cooper",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"magazine","weekly standard",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"office","frank luntz",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"religion","frank luntz",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"slightly","weekly standard",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"stores","macys",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"stupid","tim o brien",1,"unigram","negative",-2
2015-07-23,2015-07-01,2015-07-19,"talking","anderson cooper",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"talking","tim o brien",1,"unigram",NA,NA
2015-07-23,2015-07-01,2015-07-19,"trump","anderson cooper",1,"unigram","positive",NA
2015-07-23,2015-07-01,2015-07-19,"waste","anderson cooper 360",1,"unigram","negative",-1
2015-07-23,2015-07-01,2015-07-19,"worst","anderson cooper",1,"unigram","negative",-3
2015-07-23,2015-07-01,2015-07-19,"writer","tim o brien",1,"unigram",NA,NA
2015-07-24,2015-07-01,2015-07-19,"consequence","politicians",1,"unigram",NA,NA
2015-07-24,2015-07-01,2015-07-19,"experts","politicians",1,"unigram",NA,NA
2015-07-24,2015-07-01,2015-07-19,"facing","politicians",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"dumb","scott walker",1,"unigram","negative",-3
2015-07-25,2015-07-01,2015-07-19,"dummy","arianna huffington",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"failing","des moines register",1,"unigram","negative",-2
2015-07-25,2015-07-01,2015-07-19,"fundraiser","scott walker",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"hard","scott walker",1,"unigram","negative",-1
2015-07-25,2015-07-01,2015-07-19,"hit","scott walker",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"liberal","des moines register",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"lie","des moines register",1,"unigram","negative",NA
2015-07-25,2015-07-01,2015-07-19,"losing","huffington post",1,"unigram","negative",-3
2015-07-25,2015-07-01,2015-07-19,"money","huffington post",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"profiling","macys",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"racial","macys",1,"unigram",NA,NA
2015-07-25,2015-07-01,2015-07-19,"smart","scott walker",2,"unigram","positive",1
2015-07-25,2015-07-01,2015-07-19,"ultra","des moines register",1,"unigram",NA,NA
2015-07-26,2015-07-01,2015-07-26,"material","scott walker",1,"unigram",NA,NA
2015-07-26,2015-07-01,2015-07-26,"presidential","scott walker",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"bad","scott walker",1,"unigram","negative",-3
2015-07-27,2015-07-01,2015-07-26,"biz","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"catcher","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"deficit","scott walker",1,"unigram",NA,-2
2015-07-27,2015-07-01,2015-07-26,"dog","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"elected","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"forecast","scott walker",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"forgot","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"jobs","scott walker",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"lot","marty walsh",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"massive","scott walker",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"mention","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"mess","scott walker",1,"unigram","negative",-2
2015-07-27,2015-07-01,2015-07-26,"money","marty walsh",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"phenomenal","john sununu",1,"unigram","positive",NA
2015-07-27,2015-07-01,2015-07-26,"prison","steve rattner",1,"unigram","negative",-2
2015-07-27,2015-07-01,2015-07-26,"rate","john sununu",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"success","john sununu",1,"unigram","positive",2
2015-07-27,2015-07-01,2015-07-26,"time","marty walsh",1,"unigram",NA,NA
2015-07-27,2015-07-01,2015-07-26,"wasted","marty walsh",1,"unigram","negative",-2
